material_id,property_name,value,unit,temperature_C,pH,method,source_id,data_quality,confidence_score,notes
API_DEXAMETHASONE,delta_H,13,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_DEXAMETHASONE,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_DEXAMETHASONE,molar_volume_cm3_mol,313.97,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_BUDESONIDE,MW,430.54,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_BUDESONIDE,logP,2.3,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_BUDESONIDE,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_BUDESONIDE,water_solubility_mg_ml,0.014,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_BUDESONIDE,melting_point_C,224,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_BUDESONIDE,TPSA,93.1,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_BUDESONIDE,HBD,2,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_BUDESONIDE,HBA,6,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_BUDESONIDE,rotatable_bonds,7,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_BUDESONIDE,aromatic_rings,0,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_BUDESONIDE,BCS_class,II,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_BUDESONIDE,delta_D,18,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_BUDESONIDE,delta_P,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_BUDESONIDE,delta_H,13,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_BUDESONIDE,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_BUDESONIDE,molar_volume_cm3_mol,344.43,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_FLUTICASONE_PROPIONATE,MW,500.57,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_FLUTICASONE_PROPIONATE,logP,3.7,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_FLUTICASONE_PROPIONATE,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_FLUTICASONE_PROPIONATE,water_solubility_mg_ml,0.00014,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_FLUTICASONE_PROPIONATE,melting_point_C,273,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_FLUTICASONE_PROPIONATE,TPSA,94.8,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_FLUTICASONE_PROPIONATE,HBD,1,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_FLUTICASONE_PROPIONATE,HBA,7,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_FLUTICASONE_PROPIONATE,rotatable_bonds,8,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_FLUTICASONE_PROPIONATE,aromatic_rings,1,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_FLUTICASONE_PROPIONATE,BCS_class,II,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_FLUTICASONE_PROPIONATE,delta_D,18.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_FLUTICASONE_PROPIONATE,delta_P,8,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_FLUTICASONE_PROPIONATE,delta_H,10,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_FLUTICASONE_PROPIONATE,hsp_radius,8.5,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_FLUTICASONE_PROPIONATE,molar_volume_cm3_mol,400.46,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_BECLOMETHASONE_DIPROPIONATE,MW,521.04,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_BECLOMETHASONE_DIPROPIONATE,logP,3.5,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_BECLOMETHASONE_DIPROPIONATE,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_BECLOMETHASONE_DIPROPIONATE,water_solubility_mg_ml,0.00013,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_BECLOMETHASONE_DIPROPIONATE,melting_point_C,208,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_BECLOMETHASONE_DIPROPIONATE,TPSA,89.9,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_BECLOMETHASONE_DIPROPIONATE,HBD,0,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_BECLOMETHASONE_DIPROPIONATE,HBA,7,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_BECLOMETHASONE_DIPROPIONATE,rotatable_bonds,9,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_BECLOMETHASONE_DIPROPIONATE,aromatic_rings,0,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_BECLOMETHASONE_DIPROPIONATE,BCS_class,II,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_BECLOMETHASONE_DIPROPIONATE,delta_D,18.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_BECLOMETHASONE_DIPROPIONATE,delta_P,8,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_BECLOMETHASONE_DIPROPIONATE,delta_H,10,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_BECLOMETHASONE_DIPROPIONATE,hsp_radius,8.5,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_BECLOMETHASONE_DIPROPIONATE,molar_volume_cm3_mol,416.83,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_PREDNISOLONE,MW,360.44,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_PREDNISOLONE,logP,1.6,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_PREDNISOLONE,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_PREDNISOLONE,water_solubility_mg_ml,0.22,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_PREDNISOLONE,melting_point_C,235,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_PREDNISOLONE,TPSA,94.8,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_PREDNISOLONE,HBD,3,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_PREDNISOLONE,HBA,5,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_PREDNISOLONE,rotatable_bonds,2,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_PREDNISOLONE,aromatic_rings,1,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_PREDNISOLONE,BCS_class,I/II,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_PREDNISOLONE,delta_D,18,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_PREDNISOLONE,delta_P,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_PREDNISOLONE,delta_H,13,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_PREDNISOLONE,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_PREDNISOLONE,molar_volume_cm3_mol,288.35,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_HYDROCORTISONE,MW,362.46,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_HYDROCORTISONE,logP,1.6,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_HYDROCORTISONE,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_HYDROCORTISONE,water_solubility_mg_ml,0.28,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_HYDROCORTISONE,melting_point_C,220,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_HYDROCORTISONE,TPSA,94.8,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_HYDROCORTISONE,HBD,3,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_HYDROCORTISONE,HBA,5,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_HYDROCORTISONE,rotatable_bonds,2,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_HYDROCORTISONE,aromatic_rings,0,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_HYDROCORTISONE,BCS_class,I/II,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_HYDROCORTISONE,delta_D,18,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_HYDROCORTISONE,delta_P,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_HYDROCORTISONE,delta_H,13,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_HYDROCORTISONE,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_HYDROCORTISONE,molar_volume_cm3_mol,289.97,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_CURCUMIN,MW,368.38,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_CURCUMIN,logP,3.2,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_CURCUMIN,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_CURCUMIN,water_solubility_mg_ml,0.0006,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_CURCUMIN,melting_point_C,183,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_CURCUMIN,TPSA,93.1,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_CURCUMIN,HBD,2,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_CURCUMIN,HBA,6,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_CURCUMIN,rotatable_bonds,8,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_CURCUMIN,aromatic_rings,2,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_CURCUMIN,BCS_class,IV,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_CURCUMIN,pKa,8.5,,,,literature pKa consensus,S001_PUBCHEM,handbook,0.6,Microstate and medium-dependent; confirm experimentally for model lock.
API_CURCUMIN,delta_D,18.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_CURCUMIN,delta_P,8,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_CURCUMIN,delta_H,10,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_CURCUMIN,hsp_radius,8.5,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_CURCUMIN,molar_volume_cm3_mol,294.7,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_QUERCETIN,MW,302.24,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_QUERCETIN,logP,1.5,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_QUERCETIN,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_QUERCETIN,water_solubility_mg_ml,0.002,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_QUERCETIN,melting_point_C,316,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_QUERCETIN,TPSA,131.4,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_QUERCETIN,HBD,5,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_QUERCETIN,HBA,7,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_QUERCETIN,rotatable_bonds,1,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_QUERCETIN,aromatic_rings,2,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_QUERCETIN,BCS_class,II/IV,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_QUERCETIN,pKa,6.4,,,,literature pKa consensus,S001_PUBCHEM,handbook,0.6,Microstate and medium-dependent; confirm experimentally for model lock.
API_QUERCETIN,delta_D,18,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_QUERCETIN,delta_P,10.5,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_QUERCETIN,delta_H,13,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_QUERCETIN,hsp_radius,9,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_QUERCETIN,molar_volume_cm3_mol,241.79,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_RESVERATROL,MW,228.25,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_RESVERATROL,logP,3.1,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_RESVERATROL,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_RESVERATROL,water_solubility_mg_ml,0.03,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_RESVERATROL,melting_point_C,253,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_RESVERATROL,TPSA,60.7,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_RESVERATROL,HBD,3,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_RESVERATROL,HBA,3,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_RESVERATROL,rotatable_bonds,2,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_RESVERATROL,aromatic_rings,2,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_RESVERATROL,BCS_class,II,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_RESVERATROL,pKa,9.3,,,,literature pKa consensus,S001_PUBCHEM,handbook,0.6,Microstate and medium-dependent; confirm experimentally for model lock.
API_RESVERATROL,delta_D,18.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_RESVERATROL,delta_P,8,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_RESVERATROL,delta_H,10,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_RESVERATROL,hsp_radius,8.5,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_RESVERATROL,molar_volume_cm3_mol,182.6,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_IBUPROFEN,MW,206.28,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_IBUPROFEN,logP,3.5,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_IBUPROFEN,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_IBUPROFEN,water_solubility_mg_ml,0.021,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_IBUPROFEN,melting_point_C,76,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_IBUPROFEN,TPSA,37.3,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_IBUPROFEN,HBD,1,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_IBUPROFEN,HBA,2,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_IBUPROFEN,rotatable_bonds,4,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_IBUPROFEN,aromatic_rings,1,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_IBUPROFEN,BCS_class,II,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_IBUPROFEN,pKa,4.9,,,,literature pKa consensus,S001_PUBCHEM,handbook,0.6,Microstate and medium-dependent; confirm experimentally for model lock.
API_IBUPROFEN,delta_D,18.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_IBUPROFEN,delta_P,8,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_IBUPROFEN,delta_H,10,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_IBUPROFEN,hsp_radius,8.5,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_IBUPROFEN,molar_volume_cm3_mol,165.02,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_KETOPROFEN,MW,254.28,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_KETOPROFEN,logP,3.1,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
API_KETOPROFEN,formal_charge,0,e,,,canonical neutral parent/salt-free structure,S001_PUBCHEM,database-derived,0.82,Use salt-specific material row for ionic salts.
API_KETOPROFEN,water_solubility_mg_ml,0.12,mg/mL,,,literature/aqueous solubility range approximated,S001_PUBCHEM,estimated,0.45,Highly pH- and salt-form-dependent.
API_KETOPROFEN,melting_point_C,94,°C,,,literature/supplier melting range,S001_PUBCHEM,handbook,0.65,Use polymorph-specific data when available.
API_KETOPROFEN,TPSA,54.4,Å²,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_KETOPROFEN,HBD,1,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_KETOPROFEN,HBA,3,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_KETOPROFEN,rotatable_bonds,4,count,,,computed descriptor,S001_PUBCHEM,database-derived,0.82,
API_KETOPROFEN,aromatic_rings,2,count,,,manual structural count,S001_PUBCHEM,estimated,0.6,
API_KETOPROFEN,BCS_class,II,,,,literature consensus/placeholder,S007_EXCIPIENTS_HANDBOOK,estimated,0.4,Must be curated from API-specific biopharmaceutics sources.
API_KETOPROFEN,pKa,4.45,,,,literature pKa consensus,S001_PUBCHEM,handbook,0.6,Microstate and medium-dependent; confirm experimentally for model lock.
API_KETOPROFEN,delta_D,18.2,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_KETOPROFEN,delta_P,8,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_KETOPROFEN,delta_H,10,MPa^0.5,,,heuristic group-contribution/nearest-neighbour,S013_EST_HSP_HEURISTIC,estimated,0.43,Provisional HSP for screening; replace with experimental/literature value before model lock.
API_KETOPROFEN,hsp_radius,8.5,MPa^0.5,,,literature/heuristic solubility sphere,S013_EST_HSP_HEURISTIC,estimated,0.43,Screening radius only unless experimentally determined.
API_KETOPROFEN,molar_volume_cm3_mol,203.42,cm3/mol,,,MW/density estimate,S012_CALCULATED,estimated,0.45,Estimated from MW/density; replace with measured molar volume or density-specific grade data.
API_DICLOFENAC,MW,296.15,g/mol,,,PubChem/handbook curation,S001_PUBCHEM,database-derived,0.88,
API_DICLOFENAC,logP,4.5,,,,computed/curated XLogP or literature consensus,S001_PUBCHEM,database-derived,0.72,Approximate; salt/tautomer state may alter.
